5,9,3,2,5,2,0,5,4,0,1,1,0,1,4,5,1,1,49,0.102040816,0.183673469,0.06122449,0.040816327,0.102040816,0.040816327,0,0.102040816,0.081632653,0,0.020408163,0.020408163,0,0.020408163,0.081632653,0.102040816,0.020408163,0.020408163
16,8,6,8,26,8,0,31,9,0,2,4,3,13,3,15,4,2,158,0.101265823,0.050632911,0.037974684,0.050632911,0.164556962,0.050632911,0,0.196202532,0.056962025,0,0.012658228,0.025316456,0.018987342,0.082278481,0.018987342,0.094936709,0.025316456,0.012658228
18,10,3,5,14,10,2,22,5,0,3,2,1,9,7,11,5,0,127,0.141732283,0.078740157,0.023622047,0.039370079,0.11023622,0.078740157,0.015748031,0.173228346,0.039370079,0,0.023622047,0.015748031,0.007874016,0.070866142,0.05511811,0.086614173,0.039370079,0
55,53,20,34,76,30,1,45,30,1,13,19,9,22,37,39,4,0,488,0.112704918,0.108606557,0.040983607,0.069672131,0.155737705,0.06147541,0.00204918,0.092213115,0.06147541,0.00204918,0.026639344,0.038934426,0.018442623,0.045081967,0.075819672,0.079918033,0.008196721,0
15,15,8,11,50,9,2,29,12,0,4,8,5,33,7,11,3,0,222,0.067567568,0.067567568,0.036036036,0.04954955,0.225225225,0.040540541,0.009009009,0.130630631,0.054054054,0,0.018018018,0.036036036,0.022522523,0.148648649,0.031531532,0.04954955,0.013513514,0
11,10,2,3,11,4,0,15,6,0,3,2,2,3,9,6,3,0,90,0.122222222,0.111111111,0.022222222,0.033333333,0.122222222,0.044444444,0,0.166666667,0.066666667,0,0.033333333,0.022222222,0.022222222,0.033333333,0.1,0.066666667,0.033333333,0
32,27,9,12,32,10,0,26,10,0,2,6,2,12,21,15,3,1,220,0.145454545,0.122727273,0.040909091,0.054545455,0.145454545,0.045454545,0,0.118181818,0.045454545,0,0.009090909,0.027272727,0.009090909,0.054545455,0.095454545,0.068181818,0.013636364,0.004545455
25,17,2,4,23,26,1,44,11,2,7,1,11,17,11,25,4,0,231,0.108225108,0.073593074,0.008658009,0.017316017,0.0995671,0.112554113,0.004329004,0.19047619,0.047619048,0.008658009,0.03030303,0.004329004,0.047619048,0.073593074,0.047619048,0.108225108,0.017316017,0
6,4,2,1,9,5,0,24,3,0,1,1,2,12,3,6,3,0,82,0.073170732,0.048780488,0.024390244,0.012195122,0.109756098,0.06097561,0,0.292682927,0.036585366,0,0.012195122,0.012195122,0.024390244,0.146341463,0.036585366,0.073170732,0.036585366,0
15,9,0,0,9,6,0,13,2,0,6,1,4,5,5,13,1,0,89,0.168539326,0.101123596,0,0,0.101123596,0.06741573,0,0.146067416,0.02247191,0,0.06741573,0.011235955,0.04494382,0.056179775,0.056179775,0.146067416,0.011235955,0
15,10,0,3,7,10,3,16,1,1,2,0,4,2,3,12,2,2,93,0.161290323,0.107526882,0,0.032258065,0.075268817,0.107526882,0.032258065,0.172043011,0.010752688,0.010752688,0.021505376,0,0.043010753,0.021505376,0.032258065,0.129032258,0.021505376,0.021505376
10,8,3,4,19,3,0,20,4,0,7,2,2,7,8,8,0,2,107,0.093457944,0.074766355,0.028037383,0.037383178,0.177570093,0.028037383,0,0.186915888,0.037383178,0,0.065420561,0.018691589,0.018691589,0.065420561,0.074766355,0.074766355,0,0.018691589
10,16,8,12,20,6,0,22,7,0,0,2,2,9,6,7,5,3,135,0.074074074,0.118518519,0.059259259,0.088888889,0.148148148,0.044444444,0,0.162962963,0.051851852,0,0,0.014814815,0.014814815,0.066666667,0.044444444,0.051851852,0.037037037,0.022222222
3,4,4,6,8,0,0,2,3,0,0,2,0,1,5,1,0,0,39,0.076923077,0.102564103,0.102564103,0.153846154,0.205128205,0,0,0.051282051,0.076923077,0,0,0.051282051,0,0.025641026,0.128205128,0.025641026,0,0
453,249,62,67,499,221,64,609,119,16,75,25,118,230,220,368,51,10,3456,0.131076389,0.072048611,0.017939815,0.019386574,0.144386574,0.063946759,0.018518519,0.176215278,0.03443287,0.00462963,0.021701389,0.007233796,0.034143519,0.066550926,0.063657407,0.106481481,0.014756944,0.002893519
6,3,0,0,8,6,0,13,1,0,0,0,2,11,4,8,1,0,63,0.095238095,0.047619048,0,0,0.126984127,0.095238095,0,0.206349206,0.015873016,0,0,0,0.031746032,0.174603175,0.063492063,0.126984127,0.015873016,0
61,34,4,4,55,89,4,158,17,17,45,5,71,46,57,132,14,3,816,0.074754902,0.041666667,0.004901961,0.004901961,0.067401961,0.109068627,0.004901961,0.193627451,0.020833333,0.020833333,0.055147059,0.006127451,0.087009804,0.056372549,0.069852941,0.161764706,0.017156863,0.003676471
12,8,0,0,12,7,0,23,0,0,1,0,3,12,6,22,0,0,106,0.113207547,0.075471698,0,0,0.113207547,0.066037736,0,0.216981132,0,0,0.009433962,0,0.028301887,0.113207547,0.056603774,0.20754717,0,0
80,52,12,18,87,58,3,163,23,9,35,15,30,71,45,93,22,10,826,0.0968523,0.062953995,0.014527845,0.021791768,0.105326877,0.070217918,0.003631961,0.197336562,0.027845036,0.010895884,0.042372881,0.018159806,0.036319613,0.085956416,0.054479419,0.112590799,0.026634383,0.012106538
25,27,11,12,33,8,0,36,7,0,2,3,4,15,11,11,10,2,217,0.115207373,0.124423963,0.050691244,0.055299539,0.152073733,0.036866359,0,0.165898618,0.032258065,0,0.00921659,0.013824885,0.01843318,0.069124424,0.050691244,0.050691244,0.046082949,0.00921659
43,37,7,12,39,15,0,54,16,2,13,17,10,23,30,31,14,6,369,0.116531165,0.100271003,0.01897019,0.032520325,0.105691057,0.040650407,0,0.146341463,0.043360434,0.005420054,0.035230352,0.046070461,0.027100271,0.062330623,0.081300813,0.08401084,0.037940379,0.016260163
84,54,13,16,52,32,0,40,27,0,28,7,27,21,48,61,4,3,517,0.162475822,0.104448743,0.025145068,0.030947776,0.100580271,0.061895551,0,0.077369439,0.052224371,0,0.054158607,0.013539652,0.052224371,0.040618956,0.092843327,0.117988395,0.007736944,0.005802708
123,98,15,23,165,103,7,367,45,15,26,20,60,141,57,127,48,13,1453,0.084652443,0.067446662,0.010323469,0.015829319,0.113558156,0.070887818,0.004817619,0.252580867,0.030970406,0.010323469,0.017894012,0.013764625,0.041293875,0.097040606,0.039229181,0.087405368,0.0330351,0.008947006
7,5,1,1,3,5,0,5,0,0,0,1,1,0,1,10,1,1,42,0.166666667,0.119047619,0.023809524,0.023809524,0.071428571,0.119047619,0,0.119047619,0,0,0,0.023809524,0.023809524,0,0.023809524,0.238095238,0.023809524,0.023809524
8,6,1,1,9,5,0,9,4,0,0,1,2,4,6,10,0,0,66,0.121212121,0.090909091,0.015151515,0.015151515,0.136363636,0.075757576,0,0.136363636,0.060606061,0,0,0.015151515,0.03030303,0.060606061,0.090909091,0.151515152,0,0
68,36,12,8,52,63,1,65,10,1,2,0,18,15,21,52,8,2,434,0.156682028,0.082949309,0.02764977,0.01843318,0.119815668,0.14516129,0.002304147,0.149769585,0.023041475,0.002304147,0.004608295,0,0.041474654,0.034562212,0.048387097,0.119815668,0.01843318,0.004608295
1,1,0,0,5,5,0,12,0,0,3,0,3,4,1,8,1,0,44,0.022727273,0.022727273,0,0,0.113636364,0.113636364,0,0.272727273,0,0,0.068181818,0,0.068181818,0.090909091,0.022727273,0.181818182,0.022727273,0
8,7,0,1,13,8,0,32,2,2,0,0,6,17,4,13,7,0,120,0.066666667,0.058333333,0,0.008333333,0.108333333,0.066666667,0,0.266666667,0.016666667,0.016666667,0,0,0.05,0.141666667,0.033333333,0.108333333,0.058333333,0
9,4,0,1,4,1,0,8,6,0,6,0,2,4,4,7,1,0,57,0.157894737,0.070175439,0,0.01754386,0.070175439,0.01754386,0,0.140350877,0.105263158,0,0.105263158,0,0.035087719,0.070175439,0.070175439,0.122807018,0.01754386,0
141,75,17,40,286,148,6,447,46,8,48,34,67,147,62,227,33,19,1851,0.076175041,0.040518639,0.009184225,0.021609941,0.154511075,0.07995678,0.003241491,0.241491086,0.024851432,0.004321988,0.025931929,0.018368449,0.03619665,0.079416532,0.033495408,0.122636413,0.017828201,0.010264722
23,10,4,4,20,15,1,26,7,0,0,2,4,6,10,13,4,1,150,0.153333333,0.066666667,0.026666667,0.026666667,0.133333333,0.1,0.006666667,0.173333333,0.046666667,0,0,0.013333333,0.026666667,0.04,0.066666667,0.086666667,0.026666667,0.006666667
18,15,2,5,15,5,0,16,4,0,0,2,1,5,6,10,2,3,109,0.165137615,0.137614679,0.018348624,0.04587156,0.137614679,0.04587156,0,0.146788991,0.036697248,0,0,0.018348624,0.009174312,0.04587156,0.055045872,0.091743119,0.018348624,0.027522936
14,15,1,5,79,17,4,33,9,0,15,4,8,21,4,21,1,0,251,0.055776892,0.059760956,0.003984064,0.019920319,0.314741036,0.067729084,0.015936255,0.131474104,0.035856574,0,0.059760956,0.015936255,0.03187251,0.083665339,0.015936255,0.083665339,0.003984064,0
50,34,3,4,28,28,2,67,9,5,27,6,21,16,39,52,14,9,414,0.120772947,0.082125604,0.007246377,0.009661836,0.06763285,0.06763285,0.004830918,0.161835749,0.02173913,0.012077295,0.065217391,0.014492754,0.050724638,0.038647343,0.094202899,0.125603865,0.033816425,0.02173913
4,1,1,1,6,5,0,11,1,0,1,2,0,6,2,6,1,0,48,0.083333333,0.020833333,0.020833333,0.020833333,0.125,0.104166667,0,0.229166667,0.020833333,0,0.020833333,0.041666667,0,0.125,0.041666667,0.125,0.020833333,0
14,9,1,3,32,18,0,52,2,0,4,0,3,22,7,27,4,2,200,0.07,0.045,0.005,0.015,0.16,0.09,0,0.26,0.01,0,0.02,0,0.015,0.11,0.035,0.135,0.02,0.01
7,4,5,6,13,3,0,12,1,0,0,3,0,11,2,3,2,0,72,0.097222222,0.055555556,0.069444444,0.083333333,0.180555556,0.041666667,0,0.166666667,0.013888889,0,0,0.041666667,0,0.152777778,0.027777778,0.041666667,0.027777778,0
22,18,5,4,22,20,2,72,7,0,1,4,10,16,10,13,8,1,235,0.093617021,0.076595745,0.021276596,0.017021277,0.093617021,0.085106383,0.008510638,0.306382979,0.029787234,0,0.004255319,0.017021277,0.042553191,0.068085106,0.042553191,0.055319149,0.034042553,0.004255319
22,11,2,2,13,12,0,17,3,0,14,2,8,4,8,21,2,2,143,0.153846154,0.076923077,0.013986014,0.013986014,0.090909091,0.083916084,0,0.118881119,0.020979021,0,0.097902098,0.013986014,0.055944056,0.027972028,0.055944056,0.146853147,0.013986014,0.013986014
18,11,2,2,7,6,0,16,5,0,1,1,7,3,12,15,1,1,108,0.166666667,0.101851852,0.018518519,0.018518519,0.064814815,0.055555556,0,0.148148148,0.046296296,0,0.009259259,0.009259259,0.064814815,0.027777778,0.111111111,0.138888889,0.009259259,0.009259259
81,57,3,11,32,8,0,45,17,1,22,15,11,13,102,49,4,1,472,0.171610169,0.120762712,0.006355932,0.023305085,0.06779661,0.016949153,0,0.095338983,0.036016949,0.002118644,0.046610169,0.031779661,0.023305085,0.027542373,0.216101695,0.103813559,0.008474576,0.002118644
46,30,4,5,8,12,0,22,11,0,1,1,3,7,19,19,5,0,193,0.238341969,0.155440415,0.020725389,0.025906736,0.041450777,0.062176166,0,0.113989637,0.056994819,0,0.005181347,0.005181347,0.015544041,0.03626943,0.098445596,0.098445596,0.025906736,0
14,18,7,13,61,5,0,34,9,0,6,6,3,21,10,10,3,1,221,0.063348416,0.081447964,0.031674208,0.058823529,0.2760181,0.022624434,0,0.153846154,0.040723982,0,0.027149321,0.027149321,0.013574661,0.095022624,0.045248869,0.045248869,0.013574661,0.004524887
9,7,1,1,6,1,0,5,1,0,0,0,2,4,2,11,0,0,50,0.18,0.14,0.02,0.02,0.12,0.02,0,0.1,0.02,0,0,0,0.04,0.08,0.04,0.22,0,0
2,1,0,0,7,2,0,10,2,1,1,1,1,7,2,2,1,0,40,0.05,0.025,0,0,0.175,0.05,0,0.25,0.05,0.025,0.025,0.025,0.025,0.175,0.05,0.05,0.025,0
18,10,2,6,14,10,0,13,8,0,1,0,3,1,5,6,2,0,99,0.181818182,0.101010101,0.02020202,0.060606061,0.141414141,0.101010101,0,0.131313131,0.080808081,0,0.01010101,0,0.03030303,0.01010101,0.050505051,0.060606061,0.02020202,0
15,11,2,3,7,5,0,6,3,0,1,1,2,5,7,10,1,1,80,0.1875,0.1375,0.025,0.0375,0.0875,0.0625,0,0.075,0.0375,0,0.0125,0.0125,0.025,0.0625,0.0875,0.125,0.0125,0.0125
180,110,97,60,118,45,21,158,69,1,55,10,45,54,112,110,16,2,1263,0.142517815,0.08709422,0.076801267,0.047505938,0.093428345,0.035629454,0.016627078,0.125098971,0.054631829,0.000791766,0.04354711,0.007917656,0.035629454,0.042755344,0.088677751,0.08709422,0.01266825,0.001583531
41,45,1,10,18,4,0,31,13,0,2,3,2,11,18,14,28,2,243,0.16872428,0.185185185,0.004115226,0.041152263,0.074074074,0.016460905,0,0.127572016,0.053497942,0,0.008230453,0.012345679,0.008230453,0.04526749,0.074074074,0.057613169,0.115226337,0.008230453
22,14,0,0,15,6,0,19,1,0,1,0,1,11,8,20,4,3,125,0.176,0.112,0,0,0.12,0.048,0,0.152,0.008,0,0.008,0,0.008,0.088,0.064,0.16,0.032,0.024
