0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0.2,0.2,0,0
5,4,0,0,6,1,0,8,1,0,2,0,1,9,2,6,1,0,46,0.108695652,0.086956522,0,0,0.130434783,0.02173913,0,0.173913043,0.02173913,0,0.043478261,0,0.02173913,0.195652174,0.043478261,0.130434783,0.02173913,0
2,0,1,0,4,0,1,3,0,0,1,0,1,1,0,0,1,1,16,0.125,0,0.0625,0,0.25,0,0.0625,0.1875,0,0,0.0625,0,0.0625,0.0625,0,0,0.0625,0.0625
8,9,4,7,12,8,1,11,7,0,5,5,2,6,6,5,0,1,97,0.082474227,0.092783505,0.041237113,0.072164948,0.12371134,0.082474227,0.010309278,0.113402062,0.072164948,0,0.051546392,0.051546392,0.020618557,0.06185567,0.06185567,0.051546392,0,0.010309278
2,5,2,3,5,1,1,10,2,0,0,2,1,4,0,1,1,0,40,0.05,0.125,0.05,0.075,0.125,0.025,0.025,0.25,0.05,0,0,0.05,0.025,0.1,0,0.025,0.025,0
6,5,2,2,5,3,0,5,2,0,0,0,1,2,3,3,0,0,39,0.153846154,0.128205128,0.051282051,0.051282051,0.128205128,0.076923077,0,0.128205128,0.051282051,0,0,0,0.025641026,0.051282051,0.076923077,0.076923077,0,0
5,5,3,2,5,1,0,3,3,0,0,2,0,3,4,1,2,1,40,0.125,0.125,0.075,0.05,0.125,0.025,0,0.075,0.075,0,0,0.05,0,0.075,0.1,0.025,0.05,0.025
8,5,1,2,9,4,0,14,0,0,0,0,2,6,2,8,2,0,63,0.126984127,0.079365079,0.015873016,0.031746032,0.142857143,0.063492063,0,0.222222222,0,0,0,0,0.031746032,0.095238095,0.031746032,0.126984127,0.031746032,0
2,2,1,1,5,4,0,4,2,0,1,0,0,4,1,4,0,0,31,0.064516129,0.064516129,0.032258065,0.032258065,0.161290323,0.129032258,0,0.129032258,0.064516129,0,0.032258065,0,0,0.129032258,0.032258065,0.129032258,0,0
6,4,0,0,3,1,0,2,0,0,1,0,0,2,3,3,0,1,26,0.230769231,0.153846154,0,0,0.115384615,0.038461538,0,0.076923077,0,0,0.038461538,0,0,0.076923077,0.115384615,0.115384615,0,0.038461538
4,1,0,0,3,2,3,3,0,0,0,0,1,0,1,3,0,0,21,0.19047619,0.047619048,0,0,0.142857143,0.095238095,0.142857143,0.142857143,0,0,0,0,0.047619048,0,0.047619048,0.142857143,0,0
4,2,1,1,9,1,1,5,1,0,1,1,1,2,5,2,0,0,37,0.108108108,0.054054054,0.027027027,0.027027027,0.243243243,0.027027027,0.027027027,0.135135135,0.027027027,0,0.027027027,0.027027027,0.027027027,0.054054054,0.135135135,0.054054054,0,0
7,4,0,1,2,2,0,6,4,0,1,1,2,1,0,1,0,0,32,0.21875,0.125,0,0.03125,0.0625,0.0625,0,0.1875,0.125,0,0.03125,0.03125,0.0625,0.03125,0,0.03125,0,0
4,4,1,2,4,0,0,1,1,0,0,0,0,1,2,1,0,0,21,0.19047619,0.19047619,0.047619048,0.095238095,0.19047619,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0
106,69,14,12,124,72,25,161,24,6,20,8,36,63,49,116,17,10,932,0.113733906,0.074034335,0.015021459,0.012875536,0.13304721,0.077253219,0.026824034,0.172746781,0.025751073,0.006437768,0.021459227,0.008583691,0.038626609,0.067596567,0.052575107,0.124463519,0.018240343,0.010729614
0,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,1,1,9,0,0.111111111,0,0,0.333333333,0,0,0.111111111,0,0,0,0,0,0.111111111,0.111111111,0,0.111111111,0.111111111
16,8,1,1,20,19,0,37,6,5,8,0,16,11,16,40,0,1,205,0.07804878,0.03902439,0.004878049,0.004878049,0.097560976,0.092682927,0,0.180487805,0.029268293,0.024390244,0.03902439,0,0.07804878,0.053658537,0.07804878,0.195121951,0,0.004878049
4,2,0,0,3,1,0,0,2,0,0,0,0,1,2,1,0,0,16,0.25,0.125,0,0,0.1875,0.0625,0,0,0.125,0,0,0,0,0.0625,0.125,0.0625,0,0
22,18,5,8,35,12,0,46,10,0,5,7,9,21,8,24,5,2,237,0.092827004,0.075949367,0.021097046,0.033755274,0.147679325,0.050632911,0,0.194092827,0.042194093,0,0.021097046,0.029535865,0.037974684,0.088607595,0.033755274,0.101265823,0.021097046,0.008438819
3,5,2,3,9,3,0,10,3,0,0,2,0,6,3,4,1,0,54,0.055555556,0.092592593,0.037037037,0.055555556,0.166666667,0.055555556,0,0.185185185,0.055555556,0,0,0.037037037,0,0.111111111,0.055555556,0.074074074,0.018518519,0
8,10,1,5,5,3,0,10,3,0,2,1,1,3,8,7,4,1,72,0.111111111,0.138888889,0.013888889,0.069444444,0.069444444,0.041666667,0,0.138888889,0.041666667,0,0.027777778,0.013888889,0.013888889,0.041666667,0.111111111,0.097222222,0.055555556,0.013888889
26,14,2,4,17,11,0,17,10,1,7,2,6,2,19,22,1,0,161,0.161490683,0.086956522,0.01242236,0.02484472,0.105590062,0.068322981,0,0.105590062,0.062111801,0.00621118,0.043478261,0.01242236,0.037267081,0.01242236,0.118012422,0.136645963,0.00621118,0
27,16,3,1,32,29,2,93,9,5,9,3,14,26,10,34,12,2,327,0.082568807,0.048929664,0.009174312,0.003058104,0.097859327,0.088685015,0.006116208,0.28440367,0.027522936,0.01529052,0.027522936,0.009174312,0.042813456,0.079510703,0.03058104,0.103975535,0.036697248,0.006116208
5,5,1,0,2,2,0,4,0,0,1,0,0,4,2,2,1,0,29,0.172413793,0.172413793,0.034482759,0,0.068965517,0.068965517,0,0.137931034,0,0,0.034482759,0,0,0.137931034,0.068965517,0.068965517,0.034482759,0
0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0.428571429,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,0.142857143,0,0
15,8,3,3,9,10,0,15,4,0,1,0,4,2,6,15,1,0,96,0.15625,0.083333333,0.03125,0.03125,0.09375,0.104166667,0,0.15625,0.041666667,0,0.010416667,0,0.041666667,0.020833333,0.0625,0.15625,0.010416667,0
0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,2,1,0,10,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0.1,0,0.2,0.1,0
1,1,0,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,11,0.090909091,0.090909091,0,0,0.181818182,0.090909091,0,0,0,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0
3,1,0,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,12,0.25,0.083333333,0,0,0.083333333,0.083333333,0,0.083333333,0,0,0.083333333,0,0,0,0.166666667,0.166666667,0,0
27,29,4,11,72,33,2,118,13,3,11,7,23,39,18,48,9,5,472,0.05720339,0.061440678,0.008474576,0.023305085,0.152542373,0.069915254,0.004237288,0.25,0.027542373,0.006355932,0.023305085,0.014830508,0.048728814,0.082627119,0.038135593,0.101694915,0.019067797,0.01059322
4,4,1,1,3,4,0,8,5,0,0,0,1,1,1,2,1,0,36,0.111111111,0.111111111,0.027777778,0.027777778,0.083333333,0.111111111,0,0.222222222,0.138888889,0,0,0,0.027777778,0.027777778,0.027777778,0.055555556,0.027777778,0
6,1,1,1,1,3,0,3,2,0,0,1,0,3,1,3,1,1,28,0.214285714,0.035714286,0.035714286,0.035714286,0.035714286,0.107142857,0,0.107142857,0.071428571,0,0,0.035714286,0,0.107142857,0.035714286,0.107142857,0.035714286,0.035714286
